ENSEMBL	SYMBOL	GENENAME	GO	EVIDENCE	ONTOLOGY	PATH
FBgn0024315	Picot	picot	GO:0005886	IBA	CC	NA
FBgn0024315	Picot	picot	GO:0006820	IBA	BP	NA
FBgn0024315	Picot	picot	GO:0015114	IEA	MF	NA
FBgn0024315	Picot	picot	GO:0016020	IEA	CC	NA
FBgn0024315	Picot	picot	GO:0022857	IBA	MF	NA
FBgn0024315	Picot	picot	GO:0022857	IEA	MF	NA
FBgn0024315	Picot	picot	GO:0035435	IEA	BP	NA
FBgn0024315	Picot	picot	GO:0055085	IEA	BP	NA
FBgn0001137	grk	gurken	GO:0005154	IDA	MF	04013
FBgn0001137	grk	gurken	GO:0005154	IDA	MF	04320
FBgn0001137	grk	gurken	GO:0005154	IEA	MF	04013
FBgn0001137	grk	gurken	GO:0005154	IEA	MF	04320
FBgn0001137	grk	gurken	GO:0005515	IPI	MF	04013
FBgn0001137	grk	gurken	GO:0005515	IPI	MF	04320
FBgn0001137	grk	gurken	GO:0005615	IDA	CC	04013
FBgn0001137	grk	gurken	GO:0005615	IDA	CC	04320
FBgn0001137	grk	gurken	GO:0005886	IDA	CC	04013
FBgn0001137	grk	gurken	GO:0005886	IDA	CC	04320
FBgn0001137	grk	gurken	GO:0007166	IBA	BP	04013
FBgn0001137	grk	gurken	GO:0007166	IBA	BP	04320
FBgn0001137	grk	gurken	GO:0007173	IDA	BP	04013
FBgn0001137	grk	gurken	GO:0007173	IDA	BP	04320
FBgn0001137	grk	gurken	GO:0007173	IEA	BP	04013
FBgn0001137	grk	gurken	GO:0007173	IEA	BP	04320
FBgn0001137	grk	gurken	GO:0007173	IGI	BP	04013
FBgn0001137	grk	gurken	GO:0007173	IGI	BP	04320
FBgn0001137	grk	gurken	GO:0007173	IMP	BP	04013
FBgn0001137	grk	gurken	GO:0007173	IMP	BP	04320
FBgn0001137	grk	gurken	GO:0007310	IMP	BP	04013
FBgn0001137	grk	gurken	GO:0007310	IMP	BP	04320
FBgn0001137	grk	gurken	GO:0007310	TAS	BP	04013
FBgn0001137	grk	gurken	GO:0007310	TAS	BP	04320
FBgn0001137	grk	gurken	GO:0007314	TAS	BP	04013
FBgn0001137	grk	gurken	GO:0007314	TAS	BP	04320
FBgn0001137	grk	gurken	GO:0007474	IMP	BP	04013
FBgn0001137	grk	gurken	GO:0007474	IMP	BP	04320
FBgn0001137	grk	gurken	GO:0008069	TAS	BP	04013
FBgn0001137	grk	gurken	GO:0008069	TAS	BP	04320
FBgn0001137	grk	gurken	GO:0008070	IMP	BP	04013
FBgn0001137	grk	gurken	GO:0008070	IMP	BP	04320
FBgn0001137	grk	gurken	GO:0009952	TAS	BP	04013
FBgn0001137	grk	gurken	GO:0009952	TAS	BP	04320
FBgn0001137	grk	gurken	GO:0016325	IMP	BP	04013
FBgn0001137	grk	gurken	GO:0016325	IMP	BP	04320
FBgn0001137	grk	gurken	GO:0030381	HMP	BP	04013
FBgn0001137	grk	gurken	GO:0030381	HMP	BP	04320
FBgn0001137	grk	gurken	GO:0030714	TAS	BP	04013
FBgn0001137	grk	gurken	GO:0030714	TAS	BP	04320
FBgn0001137	grk	gurken	GO:0046843	IMP	BP	04013
FBgn0001137	grk	gurken	GO:0046843	IMP	BP	04320
FBgn0001137	grk	gurken	GO:0048018	IBA	MF	04013
FBgn0001137	grk	gurken	GO:0048018	IBA	MF	04320
FBgn0001137	grk	gurken	GO:0048018	IDA	MF	04013
FBgn0001137	grk	gurken	GO:0048018	IDA	MF	04320
FBgn0001137	grk	gurken	GO:0048018	IEA	MF	04013
FBgn0001137	grk	gurken	GO:0048018	IEA	MF	04320
FBgn0001137	grk	gurken	GO:0048263	IMP	BP	04013
FBgn0001137	grk	gurken	GO:0048263	IMP	BP	04320
FBgn0001137	grk	gurken	GO:1903688	IGI	BP	04013
FBgn0001137	grk	gurken	GO:1903688	IGI	BP	04320
FBgn0001137	grk	gurken	GO:1903688	IMP	BP	04013
FBgn0001137	grk	gurken	GO:1903688	IMP	BP	04320
FBgn0040099	lectin-28C	lectin-28C	GO:0005534	ISS	MF	NA
FBgn0040099	lectin-28C	lectin-28C	GO:0005615	ISS	CC	NA
FBgn0040099	lectin-28C	lectin-28C	GO:0008228	ISS	BP	NA
FBgn0040099	lectin-28C	lectin-28C	GO:0030246	ISS	MF	NA
FBgn0038149	GILT1	Gamma-interferon-inducible lysosomal thiol reductase 1	GO:0005886	HDA	CC	NA
FBgn0038149	GILT1	Gamma-interferon-inducible lysosomal thiol reductase 1	GO:0005886	IDA	CC	NA
FBgn0038149	GILT1	Gamma-interferon-inducible lysosomal thiol reductase 1	GO:0016491	IBA	MF	NA
FBgn0038149	GILT1	Gamma-interferon-inducible lysosomal thiol reductase 1	GO:0016667	ISS	MF	NA
FBgn0038149	GILT1	Gamma-interferon-inducible lysosomal thiol reductase 1	GO:0016671	IEA	MF	NA
FBgn0038149	GILT1	Gamma-interferon-inducible lysosomal thiol reductase 1	GO:1900426	IMP	BP	NA
FBgn0040271	Sulf1	Sulfated	GO:0005615	IDA	CC	NA
FBgn0040271	Sulf1	Sulfated	GO:0008045	IMP	BP	NA
FBgn0040271	Sulf1	Sulfated	GO:0008449	IMP	MF	NA
FBgn0040271	Sulf1	Sulfated	GO:0008484	IEA	MF	NA
FBgn0040271	Sulf1	Sulfated	GO:0016201	IMP	BP	NA
FBgn0040271	Sulf1	Sulfated	GO:0030202	IGI	BP	NA
FBgn0040271	Sulf1	Sulfated	GO:0042059	IGI	BP	NA
FBgn0040271	Sulf1	Sulfated	GO:0045879	IMP	BP	NA
FBgn0040271	Sulf1	Sulfated	GO:0045880	IMP	BP	NA
FBgn0040271	Sulf1	Sulfated	GO:0048100	IMP	BP	NA
FBgn0040271	Sulf1	Sulfated	GO:0048190	IMP	BP	NA
FBgn0040271	Sulf1	Sulfated	GO:0090090	IMP	BP	NA
FBgn0260011	NimC4	Nimrod C4	GO:0001786	IDA	MF	NA
FBgn0260011	NimC4	Nimrod C4	GO:0005886	IDA	CC	NA
FBgn0260011	NimC4	Nimrod C4	GO:0006909	ISS	BP	NA
FBgn0260011	NimC4	Nimrod C4	GO:0006911	IMP	BP	NA
FBgn0260011	NimC4	Nimrod C4	GO:0016020	ISM	CC	NA
FBgn0260011	NimC4	Nimrod C4	GO:0043277	IMP	BP	NA
FBgn0260011	NimC4	Nimrod C4	GO:0043652	IMP	BP	NA
FBgn0003137	Ppn	Papilin	GO:0004867	IEA	MF	NA
FBgn0003137	Ppn	Papilin	GO:0005201	IMP	MF	NA
FBgn0003137	Ppn	Papilin	GO:0005576	IEA	CC	NA
FBgn0003137	Ppn	Papilin	GO:0005604	IDA	CC	NA
FBgn0003137	Ppn	Papilin	GO:0030198	IEA	BP	NA
FBgn0003137	Ppn	Papilin	GO:0030198	IMP	BP	NA
FBgn0003137	Ppn	Papilin	GO:0030414	IEA	MF	NA
FBgn0262057	Spn77Ba	Serpin 77Ba	GO:0004867	IEA	MF	NA
FBgn0262057	Spn77Ba	Serpin 77Ba	GO:0005615	IBA	CC	NA
FBgn0262057	Spn77Ba	Serpin 77Ba	GO:0005615	IDA	CC	NA
FBgn0262057	Spn77Ba	Serpin 77Ba	GO:0005615	IEA	CC	NA
FBgn0262057	Spn77Ba	Serpin 77Ba	GO:0035009	IMP	BP	NA
FBgn0262057	Spn77Ba	Serpin 77Ba	GO:0045861	ISM	BP	NA
FBgn0261552	ps	pasilla	GO:0000381	HMP	BP	NA
FBgn0261552	ps	pasilla	GO:0000381	IBA	BP	NA
FBgn0261552	ps	pasilla	GO:0000381	IMP	BP	NA
FBgn0261552	ps	pasilla	GO:0000398	IBA	BP	NA
FBgn0261552	ps	pasilla	GO:0003676	IEA	MF	NA
FBgn0261552	ps	pasilla	GO:0003723	IEA	MF	NA
FBgn0261552	ps	pasilla	GO:0003729	IBA	MF	NA
FBgn0261552	ps	pasilla	GO:0005634	IBA	CC	NA
FBgn0261552	ps	pasilla	GO:0005634	IDA	CC	NA
FBgn0261552	ps	pasilla	GO:0005737	IBA	CC	NA
FBgn0261552	ps	pasilla	GO:0005829	HDA	CC	NA
FBgn0261552	ps	pasilla	GO:0033120	IDA	BP	NA
FBgn0261552	ps	pasilla	GO:0097157	IDA	MF	NA
FBgn0261596	RpS24	Ribosomal protein S24	GO:0002181	IC	BP	NA
FBgn0261596	RpS24	Ribosomal protein S24	GO:0002181	TAS	BP	NA
FBgn0261596	RpS24	Ribosomal protein S24	GO:0003735	HDA	MF	NA
FBgn0261596	RpS24	Ribosomal protein S24	GO:0003735	IDA	MF	NA
FBgn0261596	RpS24	Ribosomal protein S24	GO:0003735	IEA	MF	NA
FBgn0261596	RpS24	Ribosomal protein S24	GO:0003735	TAS	MF	NA
FBgn0261596	RpS24	Ribosomal protein S24	GO:0005840	IEA	CC	NA
FBgn0261596	RpS24	Ribosomal protein S24	GO:0006412	IEA	BP	NA
FBgn0261596	RpS24	Ribosomal protein S24	GO:0022626	HDA	CC	NA
FBgn0261596	RpS24	Ribosomal protein S24	GO:0022626	IDA	CC	NA
FBgn0261596	RpS24	Ribosomal protein S24	GO:0022627	TAS	CC	NA
FBgn0031449	CG31689	uncharacterized protein	GO:0005524	IEA	MF	NA
FBgn0031449	CG31689	uncharacterized protein	GO:0005886	IBA	CC	NA
FBgn0031449	CG31689	uncharacterized protein	GO:0016020	IEA	CC	NA
FBgn0031449	CG31689	uncharacterized protein	GO:0016887	IEA	MF	NA
FBgn0031449	CG31689	uncharacterized protein	GO:0042626	IBA	MF	NA
FBgn0031449	CG31689	uncharacterized protein	GO:0042626	ISS	MF	NA
FBgn0031449	CG31689	uncharacterized protein	GO:0055085	IBA	BP	NA
FBgn0031449	CG31689	uncharacterized protein	GO:0055085	ISS	BP	NA
FBgn0031449	CG31689	uncharacterized protein	GO:0140359	IEA	MF	NA
FBgn0039257	tnc	tenectin	GO:0005201	ISM	MF	NA
FBgn0039257	tnc	tenectin	GO:0005576	IBA	CC	NA
FBgn0039257	tnc	tenectin	GO:0005615	IDA	CC	NA
FBgn0039257	tnc	tenectin	GO:0007476	IMP	BP	NA
FBgn0039257	tnc	tenectin	GO:0035296	IMP	BP	NA
FBgn0039257	tnc	tenectin	GO:0048619	IMP	BP	NA
FBgn0039257	tnc	tenectin	GO:0048803	IMP	BP	NA
FBgn0039257	tnc	tenectin	GO:0060562	IMP	BP	NA
FBgn0039257	tnc	tenectin	GO:0062023	IDA	CC	NA
FBgn0051642	CG31642	uncharacterized protein	GO:0005886	IBA	CC	NA
FBgn0051642	CG31642	uncharacterized protein	GO:0008270	IEA	MF	NA
FBgn0051642	CG31642	uncharacterized protein	GO:0061630	ISS	MF	NA
FBgn0051642	CG31642	uncharacterized protein	GO:0099536	IBA	BP	NA
FBgn0261800	LanB1	LanB1	GO:0003143	IMP	BP	NA
FBgn0261800	LanB1	LanB1	GO:0005604	IDA	CC	NA
FBgn0261800	LanB1	LanB1	GO:0005925	IDA	CC	NA
FBgn0261800	LanB1	LanB1	GO:0007476	IMP	BP	NA
FBgn0261800	LanB1	LanB1	GO:0008406	IMP	BP	NA
FBgn0261800	LanB1	LanB1	GO:0009887	IBA	BP	NA
FBgn0261800	LanB1	LanB1	GO:0009888	IBA	BP	NA
FBgn0261800	LanB1	LanB1	GO:0016477	IBA	BP	NA
FBgn0261800	LanB1	LanB1	GO:0016477	IMP	BP	NA
FBgn0261800	LanB1	LanB1	GO:0030198	IMP	BP	NA
FBgn0261800	LanB1	LanB1	GO:0033627	IDA	BP	NA
FBgn0261800	LanB1	LanB1	GO:0033627	IMP	BP	NA
FBgn0261800	LanB1	LanB1	GO:0034446	IBA	BP	NA
FBgn0261800	LanB1	LanB1	GO:0034446	IDA	BP	NA
FBgn0261800	LanB1	LanB1	GO:0043256	IBA	CC	NA
FBgn0261800	LanB1	LanB1	GO:0045089	HMP	BP	NA
FBgn0261800	LanB1	LanB1	GO:0048513	IMP	BP	NA
FBgn0261800	LanB1	LanB1	GO:0050829	HMP	BP	NA
FBgn0261800	LanB1	LanB1	GO:0055013	IMP	BP	NA
FBgn0261800	LanB1	LanB1	GO:0062023	HDA	CC	NA
FBgn0261800	LanB1	LanB1	GO:0070831	IBA	BP	NA
FBgn0261800	LanB1	LanB1	GO:0070831	IMP	BP	NA
FBgn0261800	LanB1	LanB1	GO:0071711	IMP	BP	NA
FBgn0283658	muc	midline uncoordinated	GO:0004742	IBA	MF	NA
FBgn0283658	muc	midline uncoordinated	GO:0004742	IEA	MF	NA
FBgn0283658	muc	midline uncoordinated	GO:0004742	ISS	MF	NA
FBgn0283658	muc	midline uncoordinated	GO:0005739	ISS	CC	NA
FBgn0283658	muc	midline uncoordinated	GO:0005967	IBA	CC	NA
FBgn0283658	muc	midline uncoordinated	GO:0006086	IBA	BP	NA
FBgn0283658	muc	midline uncoordinated	GO:0006086	IEA	BP	NA
FBgn0283658	muc	midline uncoordinated	GO:0006086	ISS	BP	NA
FBgn0283658	muc	midline uncoordinated	GO:0006090	IEA	BP	NA
FBgn0283658	muc	midline uncoordinated	GO:0007625	IMP	BP	NA
FBgn0283658	muc	midline uncoordinated	GO:0016746	IEA	MF	NA
FBgn0283658	muc	midline uncoordinated	GO:0045254	IEA	CC	NA
FBgn0283658	muc	midline uncoordinated	GO:0045254	ISS	CC	NA
FBgn0283437	PPO1	Prophenoloxidase 1	GO:0004097	IDA	MF	NA
FBgn0283437	PPO1	Prophenoloxidase 1	GO:0004503	IDA	MF	NA
FBgn0283437	PPO1	Prophenoloxidase 1	GO:0005576	HDA	CC	NA
FBgn0283437	PPO1	Prophenoloxidase 1	GO:0009611	IMP	BP	NA
FBgn0283437	PPO1	Prophenoloxidase 1	GO:0016491	IEA	MF	NA
FBgn0283437	PPO1	Prophenoloxidase 1	GO:0035006	IGI	BP	NA
FBgn0283437	PPO1	Prophenoloxidase 1	GO:0035006	IMP	BP	NA
FBgn0283437	PPO1	Prophenoloxidase 1	GO:0035314	IMP	BP	NA
FBgn0283437	PPO1	Prophenoloxidase 1	GO:0042060	IMP	BP	NA
FBgn0283437	PPO1	Prophenoloxidase 1	GO:0042381	IMP	BP	NA
FBgn0283437	PPO1	Prophenoloxidase 1	GO:0042417	IC	BP	NA
FBgn0283437	PPO1	Prophenoloxidase 1	GO:0050830	IGI	BP	NA
FBgn0283437	PPO1	Prophenoloxidase 1	GO:0050830	IMP	BP	NA
FBgn0283437	PPO1	Prophenoloxidase 1	GO:0050832	IGI	BP	NA
FBgn0283437	PPO1	Prophenoloxidase 1	GO:0050832	IMP	BP	NA
FBgn0261584	CG42694	uncharacterized protein	GO:0003674	ND	MF	NA
FBgn0261584	CG42694	uncharacterized protein	GO:0005575	ND	CC	NA
FBgn0261584	CG42694	uncharacterized protein	GO:0006508	IEA	BP	NA
FBgn0261584	CG42694	uncharacterized protein	GO:0008150	ND	BP	NA
FBgn0001225	Hsp26	Heat shock protein 26	GO:0005634	IBA	CC	NA
FBgn0001225	Hsp26	Heat shock protein 26	GO:0005737	HDA	CC	NA
FBgn0001225	Hsp26	Heat shock protein 26	GO:0005737	IBA	CC	NA
FBgn0001225	Hsp26	Heat shock protein 26	GO:0005829	IDA	CC	NA
FBgn0001225	Hsp26	Heat shock protein 26	GO:0008340	IMP	BP	NA
FBgn0001225	Hsp26	Heat shock protein 26	GO:0009408	IBA	BP	NA
FBgn0001225	Hsp26	Heat shock protein 26	GO:0009408	IDA	BP	NA
FBgn0001225	Hsp26	Heat shock protein 26	GO:0009631	IEP	BP	NA
FBgn0001225	Hsp26	Heat shock protein 26	GO:0017022	IPI	MF	NA
FBgn0001225	Hsp26	Heat shock protein 26	GO:0042026	IBA	BP	NA
FBgn0001225	Hsp26	Heat shock protein 26	GO:0042026	IDA	BP	NA
FBgn0001225	Hsp26	Heat shock protein 26	GO:0051082	IBA	MF	NA
FBgn0001225	Hsp26	Heat shock protein 26	GO:0051082	IDA	MF	NA
FBgn0001225	Hsp26	Heat shock protein 26	GO:0051082	ISM	MF	NA
FBgn0001225	Hsp26	Heat shock protein 26	GO:0061077	IDA	BP	NA
FBgn0001225	Hsp26	Heat shock protein 26	GO:0061077	ISM	BP	NA
FBgn0037239	Sfxn1-3	Sideroflexin 1/3	GO:0005739	IDA	CC	NA
FBgn0037239	Sfxn1-3	Sideroflexin 1/3	GO:0006730	IDA	BP	NA
FBgn0037239	Sfxn1-3	Sideroflexin 1/3	GO:0006811	IEA	BP	NA
FBgn0037239	Sfxn1-3	Sideroflexin 1/3	GO:0015075	IEA	MF	NA
FBgn0037239	Sfxn1-3	Sideroflexin 1/3	GO:0016020	IEA	CC	NA
FBgn0037239	Sfxn1-3	Sideroflexin 1/3	GO:0022889	IBA	MF	NA
FBgn0037239	Sfxn1-3	Sideroflexin 1/3	GO:0022889	IDA	MF	NA
FBgn0037239	Sfxn1-3	Sideroflexin 1/3	GO:0055085	IEA	BP	NA
FBgn0037239	Sfxn1-3	Sideroflexin 1/3	GO:0140300	IBA	BP	NA
FBgn0037239	Sfxn1-3	Sideroflexin 1/3	GO:0140300	IDA	BP	NA
FBgn0037239	Sfxn1-3	Sideroflexin 1/3	GO:1990542	IDA	BP	NA
FBgn0051195	CG31195	uncharacterized protein	GO:0003674	ND	MF	NA
FBgn0051195	CG31195	uncharacterized protein	GO:0005886	HDA	CC	NA
FBgn0037153	olf413	olf413	GO:0003824	IEA	MF	NA
FBgn0037153	olf413	olf413	GO:0004497	IEA	MF	NA
FBgn0037153	olf413	olf413	GO:0004500	IBA	MF	NA
FBgn0037153	olf413	olf413	GO:0004500	IEA	MF	NA
FBgn0037153	olf413	olf413	GO:0005507	IBA	MF	NA
FBgn0037153	olf413	olf413	GO:0005507	IEA	MF	NA
FBgn0037153	olf413	olf413	GO:0005615	IBA	CC	NA
FBgn0037153	olf413	olf413	GO:0005615	ISS	CC	NA
FBgn0037153	olf413	olf413	GO:0005829	HDA	CC	NA
FBgn0037153	olf413	olf413	GO:0006589	IBA	BP	NA
FBgn0037153	olf413	olf413	GO:0016715	IEA	MF	NA
FBgn0037153	olf413	olf413	GO:0030667	IBA	CC	NA
FBgn0037153	olf413	olf413	GO:0042420	IBA	BP	NA
FBgn0037153	olf413	olf413	GO:0042421	IBA	BP	NA
FBgn0063498	GstE2	Glutathione S transferase E2	GO:0004364	IBA	MF	00480
FBgn0063498	GstE2	Glutathione S transferase E2	GO:0004364	IBA	MF	00980
FBgn0063498	GstE2	Glutathione S transferase E2	GO:0004364	IBA	MF	00982
FBgn0063498	GstE2	Glutathione S transferase E2	GO:0004364	IDA	MF	00480
FBgn0063498	GstE2	Glutathione S transferase E2	GO:0004364	IDA	MF	00980
FBgn0063498	GstE2	Glutathione S transferase E2	GO:0004364	IDA	MF	00982
FBgn0063498	GstE2	Glutathione S transferase E2	GO:0005737	ISS	CC	00480
FBgn0063498	GstE2	Glutathione S transferase E2	GO:0005737	ISS	CC	00980
FBgn0063498	GstE2	Glutathione S transferase E2	GO:0005737	ISS	CC	00982
FBgn0063498	GstE2	Glutathione S transferase E2	GO:0006749	IBA	BP	00480
FBgn0063498	GstE2	Glutathione S transferase E2	GO:0006749	IBA	BP	00980
FBgn0063498	GstE2	Glutathione S transferase E2	GO:0006749	IBA	BP	00982
FBgn0063498	GstE2	Glutathione S transferase E2	GO:0006749	IDA	BP	00480
FBgn0063498	GstE2	Glutathione S transferase E2	GO:0006749	IDA	BP	00980
FBgn0063498	GstE2	Glutathione S transferase E2	GO:0006749	IDA	BP	00982
FBgn0265276	l(3)neo38	lethal (3) neo38	GO:0000792	IDA	CC	NA
FBgn0265276	l(3)neo38	lethal (3) neo38	GO:0000978	IBA	MF	NA
FBgn0265276	l(3)neo38	lethal (3) neo38	GO:0000981	IBA	MF	NA
FBgn0265276	l(3)neo38	lethal (3) neo38	GO:0006357	IBA	BP	NA
FBgn0265276	l(3)neo38	lethal (3) neo38	GO:0007420	IMP	BP	NA
FBgn0265276	l(3)neo38	lethal (3) neo38	GO:0007528	IMP	BP	NA
FBgn0034389	Mctp	Multiple C2 domain and transmembrane region protein	GO:0005509	IBA	MF	NA
FBgn0034389	Mctp	Multiple C2 domain and transmembrane region protein	GO:0005509	IDA	MF	NA
FBgn0034389	Mctp	Multiple C2 domain and transmembrane region protein	GO:0005509	ISS	MF	NA
FBgn0034389	Mctp	Multiple C2 domain and transmembrane region protein	GO:0005789	IDA	CC	NA
FBgn0034389	Mctp	Multiple C2 domain and transmembrane region protein	GO:0016020	ISS	CC	NA
FBgn0034389	Mctp	Multiple C2 domain and transmembrane region protein	GO:0016079	IDA	BP	NA
FBgn0034389	Mctp	Multiple C2 domain and transmembrane region protein	GO:0016079	IMP	BP	NA
FBgn0034389	Mctp	Multiple C2 domain and transmembrane region protein	GO:0030672	IBA	CC	NA
FBgn0034389	Mctp	Multiple C2 domain and transmembrane region protein	GO:0031594	IDA	CC	NA
FBgn0034389	Mctp	Multiple C2 domain and transmembrane region protein	GO:0031594	IMP	CC	NA
FBgn0034389	Mctp	Multiple C2 domain and transmembrane region protein	GO:0046928	IBA	BP	NA
FBgn0034389	Mctp	Multiple C2 domain and transmembrane region protein	GO:0046928	IMP	BP	NA
FBgn0034389	Mctp	Multiple C2 domain and transmembrane region protein	GO:0048168	IMP	BP	NA
FBgn0036985	zye	zye	GO:0003383	IMP	BP	NA
FBgn0036985	zye	zye	GO:0005214	ISS	MF	NA
FBgn0036985	zye	zye	GO:0007015	IMP	BP	NA
FBgn0036985	zye	zye	GO:0007160	IMP	BP	NA
FBgn0036985	zye	zye	GO:0016324	IDA	CC	NA
FBgn0036985	zye	zye	GO:0016476	IMP	BP	NA
FBgn0039479	CG14257	uncharacterized protein	GO:0003674	ND	MF	NA
FBgn0039479	CG14257	uncharacterized protein	GO:0005575	ND	CC	NA
FBgn0039479	CG14257	uncharacterized protein	GO:0008150	ND	BP	NA
FBgn0030041	CG12116	uncharacterized protein	GO:0004757	IBA	MF	00790
FBgn0030041	CG12116	uncharacterized protein	GO:0004757	IBA	MF	01100
FBgn0030041	CG12116	uncharacterized protein	GO:0006729	IBA	BP	00790
FBgn0030041	CG12116	uncharacterized protein	GO:0006729	IBA	BP	01100
FBgn0032598	ChLD3	Chitin and LDLR binding deacetylase 3	GO:0004099	ISS	MF	NA
FBgn0032598	ChLD3	Chitin and LDLR binding deacetylase 3	GO:0005975	IEA	BP	NA
FBgn0032598	ChLD3	Chitin and LDLR binding deacetylase 3	GO:0008061	IEA	MF	NA
FBgn0267992	lncRNA:CR46259	long non-coding RNA:CR46259	NA	NA	NA	NA
FBgn0032004	CG8292	uncharacterized protein	NA	NA	NA	NA
FBgn0261284	bou	boudin	GO:0005576	IDA	CC	NA
FBgn0261284	bou	boudin	GO:0005886	IDA	CC	NA
FBgn0261284	bou	boudin	GO:0005918	IDA	CC	NA
FBgn0261284	bou	boudin	GO:0019991	IMP	BP	NA
FBgn0261284	bou	boudin	GO:0035152	IMP	BP	NA
FBgn0035968	Slc45-1	Solute carrier family 45 member 1	GO:0008506	IBA	MF	NA
FBgn0035968	Slc45-1	Solute carrier family 45 member 1	GO:0008515	IDA	MF	NA
FBgn0035968	Slc45-1	Solute carrier family 45 member 1	GO:0015770	IDA	BP	NA
FBgn0035968	Slc45-1	Solute carrier family 45 member 1	GO:0016020	IBA	CC	NA
FBgn0035968	Slc45-1	Solute carrier family 45 member 1	GO:0022857	IEA	MF	NA
FBgn0035968	Slc45-1	Solute carrier family 45 member 1	GO:0031410	IDA	CC	NA
FBgn0035968	Slc45-1	Solute carrier family 45 member 1	GO:0045177	IDA	CC	NA
FBgn0035968	Slc45-1	Solute carrier family 45 member 1	GO:0055085	IEA	BP	NA
FBgn0024491	Bin1	Bicoid interacting protein 1	GO:0003714	IBA	MF	03013
FBgn0024491	Bin1	Bicoid interacting protein 1	GO:0003714	IBA	MF	03015
FBgn0024491	Bin1	Bicoid interacting protein 1	GO:0003714	IEA	MF	03013
FBgn0024491	Bin1	Bicoid interacting protein 1	GO:0003714	IEA	MF	03015
FBgn0024491	Bin1	Bicoid interacting protein 1	GO:0003714	IGI	MF	03013
FBgn0024491	Bin1	Bicoid interacting protein 1	GO:0003714	IGI	MF	03015
FBgn0024491	Bin1	Bicoid interacting protein 1	GO:0005515	IPI	MF	03013
FBgn0024491	Bin1	Bicoid interacting protein 1	GO:0005515	IPI	MF	03015
FBgn0024491	Bin1	Bicoid interacting protein 1	GO:0005634	IBA	CC	03013
FBgn0024491	Bin1	Bicoid interacting protein 1	GO:0005634	IBA	CC	03015
FBgn0024491	Bin1	Bicoid interacting protein 1	GO:0008134	IBA	MF	03013
FBgn0024491	Bin1	Bicoid interacting protein 1	GO:0008134	IBA	MF	03015
FBgn0024491	Bin1	Bicoid interacting protein 1	GO:0031507	IGI	BP	03013
FBgn0024491	Bin1	Bicoid interacting protein 1	GO:0031507	IGI	BP	03015
FBgn0024491	Bin1	Bicoid interacting protein 1	GO:0045892	IBA	BP	03013
FBgn0024491	Bin1	Bicoid interacting protein 1	GO:0045892	IBA	BP	03015
FBgn0024491	Bin1	Bicoid interacting protein 1	GO:0045892	IDA	BP	03013
FBgn0024491	Bin1	Bicoid interacting protein 1	GO:0045892	IDA	BP	03015
FBgn0024491	Bin1	Bicoid interacting protein 1	GO:0045892	IEA	BP	03013
FBgn0024491	Bin1	Bicoid interacting protein 1	GO:0045892	IEA	BP	03015
FBgn0024491	Bin1	Bicoid interacting protein 1	GO:0045892	IGI	BP	03013
FBgn0024491	Bin1	Bicoid interacting protein 1	GO:0045892	IGI	BP	03015
FBgn0024491	Bin1	Bicoid interacting protein 1	GO:0140297	IPI	MF	03013
FBgn0024491	Bin1	Bicoid interacting protein 1	GO:0140297	IPI	MF	03015
FBgn0034885	Eglp4	Entomoglyceroporin 4	GO:0003014	IEP	BP	NA
FBgn0034885	Eglp4	Entomoglyceroporin 4	GO:0005886	IBA	CC	NA
FBgn0034885	Eglp4	Entomoglyceroporin 4	GO:0015267	IEA	MF	NA
FBgn0034885	Eglp4	Entomoglyceroporin 4	GO:0015267	ISS	MF	NA
FBgn0034885	Eglp4	Entomoglyceroporin 4	GO:0016020	IEA	CC	NA
FBgn0034885	Eglp4	Entomoglyceroporin 4	GO:0016020	ISS	CC	NA
FBgn0034885	Eglp4	Entomoglyceroporin 4	GO:0016323	IDA	CC	NA
FBgn0034885	Eglp4	Entomoglyceroporin 4	GO:0016324	IDA	CC	NA
FBgn0034885	Eglp4	Entomoglyceroporin 4	GO:0055085	IEA	BP	NA
FBgn0034885	Eglp4	Entomoglyceroporin 4	GO:0055085	ISS	BP	NA
FBgn0053307	CG33307	uncharacterized protein	GO:0003674	ND	MF	NA
FBgn0053307	CG33307	uncharacterized protein	GO:0005575	ND	CC	NA
FBgn0053307	CG33307	uncharacterized protein	GO:0008150	ND	BP	NA
FBgn0030237	CG15209	uncharacterized protein	NA	NA	NA	NA
FBgn0031150	bves	bves	GO:0007507	IBA	BP	NA
FBgn0031150	bves	bves	GO:0016020	IEA	CC	NA
FBgn0031150	bves	bves	GO:0016020	ISS	CC	NA
FBgn0031150	bves	bves	GO:0030552	IBA	MF	NA
FBgn0031150	bves	bves	GO:0042383	IBA	CC	NA
FBgn0031150	bves	bves	GO:0042391	IBA	BP	NA
FBgn0031150	bves	bves	GO:0051146	IBA	BP	NA
FBgn0031150	bves	bves	GO:0098609	ISS	BP	NA
FBgn0002868	MtnA	Metallothionein A	GO:0005575	ND	CC	NA
FBgn0002868	MtnA	Metallothionein A	GO:0010038	IDA	BP	NA
FBgn0002868	MtnA	Metallothionein A	GO:0010038	ISS	BP	NA
FBgn0002868	MtnA	Metallothionein A	GO:0046872	IDA	MF	NA
FBgn0002868	MtnA	Metallothionein A	GO:0046872	IEA	MF	NA
